Gemeindeschlüsselnummer;Gemeindename;Anzahl;qkm;Ew/qkm
33525404002;Armstorf;690;39,73;17
33525404024;Hollnseth;869;20,82;42
33525404029;Lamstedt;3342;52,87;63
33525404036;Mittelstenahe;614;33,75;18
33525404052;Stinstedt;544;30,43;18
33525407020;Hechthausen;3530;30,73;115
33525407022;Hemmoor, Stadt;8554;45,07;190
33525407044;Osten;1777;47,99;37
33525411004;Belum;794;25,72;31
33525411008;Bülkau;850;23,21;37
33525411038;Neuenkirchen;1346;19,64;69
33525411039;Neuhaus (Oste), Flecken;1096;9,85;111
33525411041;Nordleda;1023;21,29;48
33525411042;Oberndorf;1376;32,71;42
33525411043;Odisheim;472;13,52;35
33525411045;Osterbruch;486;10,21;48
33525411046;Otterndorf, Stadt;7326;33,55;218
33525411051;Steinau;803;36,05;22
33525411063;Cadenberge;3895;30,98;126
33530005005;Buchholz in der Nordheide, Stadt;40849;74,76;546
33530026026;Neu Wulmstorf;22553;56,34;400
33530029029;Rosengarten (Landkreis Harburg);13955;63,79;219
33530031031;Seevetal;43261;105,33;411
33530032032;Stelle;11675;38,76;301
33530040040;Winsen (Luhe), Stadt;36173;109,77;330
33535401007;Drage (Landkreis Harburg);4154;30,35;137
33535401023;Marschacht;3913;26,11;150
33535401033;Tespe;4773;24,85;192
33535402002;Asendorf (Landkreis Harburg);2150;14,69;146
33535402004;Brackel;1939;14,02;138
33535402009;Egestorf;2770;48,83;57
33535402016;Hanstedt (Landkreis Harburg);6218;59,39;105
33535402024;Marxen;1410;13,42;105
33535402036;Undeloh;1060;48,3;22
33535403001;Appel;2069;15,49;134
33535403008;Drestedt;793;5,73;138
33535403019;Hollenstedt;3842;21,96;175
33535403025;Moisburg;2066;11,28;183
33535403028;Regesbostel;1071;16,34;66
33535403039;Wenzendorf;1504;21,64;70
33535404003;Bendestorf;2327;3,87;601
33535404017;Harmstorf;812;5,99;136
33535404020;Jesteburg;7826;28,05;279
33535405010;Eyendorf;1234;13,74;90
33535405011;Garlstorf;1162;16,88;69
33535405012;Garstedt;1407;15,01;94
33535405013;Gödenstorf;1030;16,6;62
33535405030;Salzhausen;4823;34,91;138
33535405034;Toppenstedt;2214;29,35;75
33535405037;Vierhöfen;959;13,95;69
33535405042;Wulfsen;1725;8,52;202
33535406006;Dohren (Landkreis Harburg);1200;12,2;98
33535406015;Handeloh;2447;27;91
33535406021;Kakenstorf;1490;12,69;117
33535406022;Königsmoor;603;10,01;60
33535406027;Otter;1680;34,24;49
33535406035;Tostedt;13860;48,45;286
33535406038;Welle;1210;20,04;60
33535406041;Wistedt;1691;18,61;91
33545403005;Gartow, Flecken;1360;28,41;48
33545403007;Gorleben;575;21,35;27
33545403010;Höhbeck;606;19,49;31
33545403020;Prezelle;418;41,76;10
33545403021;Schnackenburg, Stadt;461;23,7;19
33545406003;Damnatz;302;16,55;18
33545406004;Dannenberg (Elbe), Stadt;7887;76,61;103
33545406006;Göhrde;596;40,75;15
33545406008;Gusborn;1186;48,3;25
33545406009;Hitzacker (Elbe), Stadt;4493;58,67;77
33545406011;Jameln;1086;36,15;30
33545406012;Karwitz;738;31,73;23
33545406014;Langendorf;691;41,05;17
33545406027;Zernien;1597;51,97;31
33545407001;Bergen an der Dumme, Flecken;1340;25,64;52
33545407002;Clenze, Flecken;2169;72,35;30
33545407013;Küsten;1328;41,54;32
33545407015;Lemgow;1369;64,48;21
33545407016;Luckau (Wendland);540;22,37;24
33545407017;Lübbow;842;19,52;43
33545407018;Lüchow (Wendland), Stadt;9212;89,46;103
33545407022;Schnega;1225;54,36;23
33545407023;Trebel;946;66,85;14
33545407024;Waddeweitz;852;49,28;17
33545407025;Woltersdorf (Landkreis Lüchow-Dannenberg);872;28,05;31
33545407026;Wustrow (Wendland), Stadt;2616;30,19;87
33550001001;Adendorf;10652;16,08;662
33550009009;Bleckede, Stadt;9195;140,65;65
33550022022;Lüneburg, Hansestadt;72870;70,5;1034
33550049049;Amt Neuhaus;4371;237,96;18
33555401002;Amelinghausen;3729;27,35;136
33555401008;Betzendorf;1110;32,9;34
33555401027;Oldendorf (Luhe);936;32,93;28
33555401029;Rehlingen;703;66,25;11
33555402004;Bardowick, Flecken;6606;23,33;283
33555402007;Barum (Landkreis Lüneburg);1991;9,83;203
33555402017;Handorf;2114;9,88;214
33555402023;Mechtersen;659;14,44;46
33555402028;Radbruch;2224;22,54;99
33555402039;Vögelsen;2381;8,28;288
33555402042;Wittorf;1418;12,03;118
33555403010;Boitze;341;25,46;13
33555403012;Dahlem (Landkreis Lüneburg);480;17,09;28
33555403013;Dahlenburg, Flecken;3011;50,06;60
33555403025;Nahrendorf;1139;44,3;26
33555403037;Tosterglope;612;19,6;31
33555404020;Kirchgellersen;2379;20,03;119
33555404031;Reppenstedt;6877;14,87;462
33555404035;Südergellersen;1584;18,56;85
33555404041;Westergellersen;2022;20,37;99
33555405014;Deutsch Evern;3628;11,25;322
33555405016;Embsen;2798;22,82;123
33555405024;Melbeck;3301;16,35;202
33555406005;Barendorf;2480;9,31;266
33555406026;Neetze;2648;26,86;99
33555406030;Reinstorf;1192;30,48;39
33555406036;Thomasburg;1341;26,74;50
33555406040;Wendisch Evern;1715;14,89;115
33555407003;Artlenburg, Flecken;1691;11,83;143
33555407011;Brietlingen;3366;19,86;169
33555407015;Echem;1064;10,72;99
33555407018;Hittbergen;947;14,62;65
33555407019;Hohnstorf (Elbe);2315;10,18;227
33555407021;Lüdersburg;641;19,05;34
33555407032;Rullstorf;1832;22,86;80
33555407033;Scharnebeck;3221;26,9;120
33560002002;Grasberg;7664;55,77;137
33560005005;Lilienthal;19893;72,53;274
33560007007;Osterholz-Scharmbeck, Stadt;29762;147,17;202
33560008008;Ritterhude;14712;32,95;446
33560009009;Schwanewede;19958;132,57;151
33560011011;Worpswede;9277;76,38;121
33565401001;Axstedt;1225;10,74;114
33565401003;Hambergen;5536;30,33;183
33565401004;Holste;1380;35,37;39
33565401010;Vollersode;2887;46,49;62
33570008008;Bremervörde, Stadt;18256;150,42;121
33570016016;Gnarrenburg;9200;123,23;75
33570039039;Rotenburg (Wümme), Stadt;22698;99,06;229
33570041041;Scheeßel;12734;150,01;85
33575401006;Bothel;2328;16,71;139
33575401024;Hemsbünde;1170;22,36;52
33575401025;Hemslingen;1476;27,58;54
33575401031;Kirchwalsede;1209;36,91;33
33575401054;Westerwalsede;741;20,18;37
33575402015;Fintel;2872;36,14;79
33575402023;Helvesiek;871;21,79;40
33575402033;Lauenbrück;2478;22,02;113
33575402046;Stemmen;795;24,73;32
33575402049;Vahlde;688;17,62;39
33575403002;Alfstedt;848;16,22;52
33575403004;Basdahl;1451;32,44;45
33575403012;Ebersdorf;1062;28,93;37
33575403035;Oerel;1892;33,85;56
33575404003;Anderlingen;832;35,75;23
33575404011;Deinstedt;645;20,27;32
33575404014;Farven;618;25,53;24
33575404036;Ostereistedt;951;28,48;33
33575404038;Rhade;1072;24,56;44
33575404040;Sandbostel;791;31,58;25
33575404042;Seedorf (Landkreis Rotenburg (Wümme));727;18,75;39
33575404043;Selsingen;3591;42,14;85
33575405017;Groß Meckelsen;521;12,36;42
33575405019;Hamersen;535;13,61;39
33575405032;Klein Meckelsen;927;14,68;63
33575405034;Lengenbostel;482;5,05;95
33575405044;Sittensen;5877;18,53;317
33575405048;Tiste;876;23,97;37
33575405050;Vierden;765;21,34;36
33575406005;Bötersen;1046;19,93;52
33575406020;Hassendorf;1173;11,71;100
33575406022;Hellwege;1096;27,53;40
33575406028;Horstedt (Landkreis Rotenburg (Wümme));1266;22,58;56
33575406037;Reeßum;1753;28,53;61
33575406045;Sottrum;6259;28,61;219
33575407007;Breddorf;1013;36,52;28
33575407010;Bülstedt;734;25,6;29
33575407026;Hepstedt;1050;29,93;35
33575407030;Kirchtimke;922;16,15;57
33575407047;Tarmstedt;4008;26,54;151
33575407052;Vorwerk;1013;21,67;47
33575407055;Wilstedt;1689;18,37;92
33575408018;Gyhum;2400;48,62;49
33575408057;Zeven, Stadt;13453;74,13;181
33580002002;Bispingen;6524;128,48;51
33580008008;Bad Fallingbostel, Stadt;12901;63,7;203
33580016016;Munster, Stadt;15019;194,52;77
33580017017;Neuenkirchen (Landkreis Soltau-Fallingbostel);5529;97,1;57
33580019019;Schneverdingen, Stadt;18824;234,92;80
33580021021;Soltau, Stadt;22122;203,77;109
33580023023;Wietzendorf;4144;107,58;39
33580024024;Walsrode, Stadt;31007;336,46;92
33585401001;Ahlden (Aller), Flecken;1583;25,94;61
33585401006;Eickeloh;818;13,31;61
33585401011;Grethem;665;16,45;40
33585401012;Hademstorf;877;9,22;95
33585401014;Hodenhagen;3121;20,1;155
33585402003;Böhme;922;37;25
33585402009;Frankenfeld;531;24,52;22
33585402018;Rethem (Aller), Stadt;2299;34,08;67
33585403005;Buchholz (Aller);2156;27,1;80
33585403007;Essel;1223;34,15;36
33585403015;Lindwedel;2700;16,61;163
33585403020;Schwarmstedt;5700;30,23;189
33589501501;Osterheide, gemfr. Bezirk;2042;179;11
33590010010;Buxtehude, Hansestadt;39950;76,69;521
33590013013;Drochtersen;11138;126,79;88
33590028028;Jork;11674;62,24;188
33590038038;Stade, Hansestadt;47852;110,07;435
33595401003;Apensen;4382;20,78;211
33595401006;Beckdorf;2771;21,98;126
33595401037;Sauensiek;2524;31,7;80
33595402011;Deinste;2110;27,21;78
33595402017;Fredenbeck;6244;48,62;128
33595402031;Kutenholz;4533;68,25;66
33595403002;Ahlerstedt;5374;62,56;86
33595403005;Bargstedt (Landkreis Stade);2089;26,5;79
33595403008;Brest;795;24,6;32
33595403023;Harsefeld, Flecken;14452;51,88;279
33595405001;Agathenburg;1330;11,31;118
33595405007;Bliedersdorf;1832;12,42;148
33595405012;Dollern;2225;12,02;185
33595405027;Horneburg, Flecken;6533;17,13;381
33595405034;Nottensdorf;1597;7,14;224
33595406020;Grünendeich;1827;3,92;466
33595406021;Guderhandviertel;1088;8,94;122
33595406026;Hollern-Twielenfleth;3240;20,46;158
33595406032;Mittelnkirchen;1071;7,02;153
33595406033;Neuenkirchen (Landkreis Stade);839;8,04;104
33595406039;Steinkirchen (Landkreis Stade);1763;9,55;185
33595407004;Balje;972;58,09;17
33595407018;Freiburg (Elbe), Flecken;1775;34,18;52
33595407030;Krummendeich;470;30,03;16
33595407035;Oederquart;984;37,13;27
33595407040;Wischhafen;2863;33,76;85
33595409009;Burweg;1015;16,24;63
33595409014;Düdenbüttel;1009;10,24;99
33595409016;Estorf;1462;29,49;50
33595409022;Hammah;3115;29,28;106
33595409024;Heinbockel;1433;22,69;63
33595409025;Himmelpforten;5317;18,28;291
33595409029;Kranenburg;750;14,18;53
33595409036;Oldendorf;2997;23,96;125
33600004004;Bienenbüttel;6579;99,54;66
33600025025;Uelzen, Hansestadt;32680;136,84;239
33605404015;Oetzen;1091;31,07;35
33605404016;Rätzlingen;453;8,54;53
33605404018;Rosche;2013;72,16;28
33605404022;Stoetze;604;38,15;16
33605405007;Eimke;847;83,39;10
33605405009;Gerdau;1422;38,23;37
33605405023;Suderburg;4301;129,41;33
33605407001;Altenmedingen;1409;48,18;29
33605407002;Bad Bevensen, Stadt;9090;48,37;188
33605407003;Barum;726;22,33;33
33605407006;Ebstorf, Klosterflecken;5316;27,29;195
33605407008;Emmendorf;706;10,95;64
33605407010;Hanstedt;910;55,54;16
33605407011;Himbergen;1689;39,88;42
33605407012;Jelmstorf;736;13,94;53
33605407014;Natendorf;727;34,59;21
33605407017;Römstedt;799;19,1;42
33605407019;Schwienau;673;31,58;21
33605407026;Weste;928;25,45;36
33605407029;Wriedel;2285;105,03;22
33605408005;Bad Bodenteich, Flecken;3809;50,14;76
33605408013;Lüder;1178;55,92;21
33605408020;Soltendieck;1055;34,28;31
33605408030;Wrestedt;6177;141,37;44
33610001001;Achim, Stadt;32176;68,06;473
33610003003;Dörverden;8737;83,51;105
33610006006;Langwedel, Flecken;14304;76,24;188
33610008008;Ottersberg, Flecken;13139;99,11;133
33610009009;Oyten;16080;63,43;254
33610012012;Verden (Aller), Stadt;26950;71,69;376
33615401002;Blender;2865;38,44;75
33615401004;Emtinghausen;1487;21,33;70
33615401010;Riede;2949;27,05;109
33615401013;Thedinghausen;7897;65,79;120
34010000000;Delmenhorst, Stadt;80845;62,45;1295
34020000000;Emden, Stadt;48920;112,34;435
34030000000;Oldenburg (Oldenburg), Stadt;172759;103,09;1676
34040000000;Osnabrück, Stadt;164898;119,8;1376
34050000000;Wilhelmshaven, Stadt;75366;107,11;704
34510001001;Apen;11608;77,02;151
34510002002;Bad Zwischenahn;29440;130,09;226
34510004004;Edewecht;22455;113,87;197
34510005005;Rastede;22555;123,61;182
34510007007;Westerstede, Stadt;23674;179,56;132
34510008008;Wiefelstede;16229;106,5;152
34520001001;Aurich, Stadt;41631;197,29;211
34520002002;Baltrum;562;6,5;86
34520006006;Großefehn;14014;127,2;110
34520007007;Großheide;8448;69,32;122
34520011011;Hinte;7201;48,05;150
34520012012;Ihlow (Landkreis Aurich);12337;123,1;100
34520013013;Juist, Inselgemeinde;1186;16,41;72
34520014014;Krummhörn;11480;159,21;72
34520019019;Norden, Stadt;24865;106,33;234
34520020020;Norderney, Stadt;5367;26,31;204
34520023023;Südbrookmerland;18206;96,82;188
34520025025;Wiesmoor, Stadt;13833;82,94;167
34520027027;Dornum;4349;76,77;57
34525401015;Leezdorf;1775;8,46;210
34525401017;Marienhafe, Flecken;2465;4,06;607
34525401021;Osteel;2045;19,93;103
34525401022;Rechtsupweg;2020;5,13;394
34525401024;Upgant-Schott;3622;24,78;146
34525401026;Wirdum;941;14,94;63
34525403003;Berumbur;2619;6,42;408
34525403008;Hage, Flecken;6463;16,62;389
34525403009;Hagermarsch;395;22,32;18
34525403010;Halbemond;975;6,55;149
34525403016;Lütetsburg;716;16,72;43
34530001001;Barßel;13516;84,35;160
34530002002;Bösel;8525;100,21;85
34530003003;Cappeln (Oldenburg);8546;76,52;112
34530004004;Cloppenburg, Stadt;35988;70,86;508
34530005005;Emstek;12345;108,4;114
34530006006;Essen (Oldenburg);9274;98,11;95
34530007007;Friesoythe, Stadt;22200;247,5;90
34530008008;Garrel;14703;113,39;130
34530009009;Lastrup;7541;85,53;88
34530010010;Lindern (Oldenburg);5041;65,8;77
34530011011;Löningen, Stadt;14282;143,52;100
34530012012;Molbergen;9156;102,56;89
34530013013;Saterland;14291;123,6;116
34540010010;Emsbüren;10704;139,57;77
34540014014;Geeste;11669;133,11;88
34540018018;Haren (Ems), Stadt;24152;208,79;116
34540019019;Haselünne, Stadt;13205;159,43;83
34540032032;Lingen (Ems), Stadt;55092;176,19;313
34540035035;Meppen, Stadt;36429;188,4;193
34540041041;Papenburg, Stadt;36770;118,44;310
34540045045;Salzbergen;7852;53,38;147
34540054054;Twist;9689;105,67;92
34545401007;Dersum;1469;28,57;51
34545401008;Dörpen;5323;33,08;161
34545401020;Heede (Landkreis Emsland);2518;31,11;81
34545401025;Kluse;1758;25,31;69
34545401037;Neubörger;1550;16,52;94
34545401038;Neulehe;836;13,62;61
34545401056;Walchum;1649;26,5;62
34545401060;Wippingen;994;16,55;60
34545402001;Andervenne;908;19,67;46
34545402003;Beesten;1689;25,67;66
34545402012;Freren, Stadt;4828;48,97;99
34545402053;Thuine;1722;12,47;138
34545403009;Dohren (Landkreis Emsland);1164;25,63;45
34545403021;Herzlake;4606;49,78;93
34545404013;Fresenburg;938;21,6;43
34545404029;Lathen;6588;38,05;173
34545404039;Niederlangen;1299;29,36;44
34545404040;Oberlangen;987;22,24;44
34545404043;Renkenberge;673;18,99;35
34545404052;Sustrum;1311;35,58;37
34545405002;Bawinkel;2517;20,35;124
34545405017;Handrup;837;14,6;57
34545405028;Langen;1451;33,53;43
34545405031;Lengerich;2787;31,72;88
34545405059;Wettrup;513;13,82;37
34545406004;Bockhorst;994;18,24;54
34545406006;Breddenberg;824;8,94;92
34545406011;Esterwegen;5289;49,59;107
34545406022;Hilkenbrook;771;11,12;69
34545406051;Surwold;4263;55,01;77
34545407005;Börger;2888;55,52;52
34545407016;Groß Berßen;683;20,76;33
34545407023;Hüven;551;15,24;36
34545407024;Klein Berßen;1160;16,93;69
34545407047;Sögel;7612;55,26;138
34545407048;Spahnharrenstätte;1558;36,07;43
34545407050;Stavern;1045;50,96;21
34545407058;Werpeloh;1138;35,33;32
34545408034;Lünne;2047;30,26;68
34545408046;Schapen;2416;26,67;91
34545408049;Spelle;9702;34,22;284
34545409033;Lorup;3293;51,35;64
34545409055;Vrees;1951;37,55;52
34545409057;Werlte, Stadt;10204;63,81;160
34550007007;Jever, Stadt;14580;42,23;345
34550014014;Sande;8588;44,92;191
34550015015;Schortens, Stadt;20718;68,79;301
34550020020;Wangerland;9084;176,19;52
34550021021;Wangerooge, Nordseebad;1069;4,97;215
34550025025;Bockhorn (Landkreis Friesland);9007;77,27;117
34550026026;Varel, Stadt;24560;113,75;216
34550027027;Zetel;12046;81,41;148
34560001001;Bad Bentheim, Stadt;16482;99,99;165
34560015015;Nordhorn, Stadt;55724;149,87;372
34560025025;Wietmarschen;12783;119,09;107
34565401002;Emlichheim;7477;48,65;154
34565401019;Ringe;1982;35,36;56
34565402004;Esche;588;11;53
34565402005;Georgsdorf;1256;19,29;65
34565402013;Lage;1034;6,39;162
34565402014;Neuenhaus, Stadt;10591;31,37;338
34565402017;Osterwald;1230;33,44;37
34565403003;Engden;417;44,3;9
34565403010;Isterberg;633;20,32;31
34565403016;Ohne;622;9,03;69
34565403018;Quendorf;644;14,13;46
34565403020;Samern;813;26,07;31
34565403027;Schüttorf, Stadt;13361;19,45;687
34565404006;Getelo;528;20,24;26
34565404007;Gölenkamp;583;20,95;28
34565404008;Halle (Landkreis Grafschaft Bentheim);683;21,16;32
34565404011;Itterbeck;1721;41,08;42
34565404023;Uelsen;5873;19,47;302
34565404024;Wielen;503;23,09;22
34565404026;Wilsum;1652;47,26;35
34570002002;Borkum, Stadt;4468;30,98;144
34570012012;Jemgum;3539;78,54;45
34570013013;Leer (Ostfriesland), Stadt;34181;70,11;488
34570014014;Moormerland;23372;122,14;191
34570017017;Ostrhauderfehn;11454;51,01;225
34570018018;Rhauderfehn;18032;102,93;175
34570020020;Uplengen;11907;148,81;80
34570021021;Weener, Stadt;15435;81,23;190
34570022022;Westoverledingen;21002;112,1;187
34570024024;Bunde;7527;120,95;62
34575402003;Brinkum;808;5,52;146
34575402009;Firrel;813;8,25;99
34575402010;Hesel;4641;43,99;106
34575402011;Holtland;2208;14,7;150
34575402015;Neukamperfehn;1795;6,28;286
34575402019;Schwerinsdorf;719;5,59;129
34575403006;Detern, Flecken;2758;43,31;64
34575403008;Filsum;2213;23,75;93
34575403016;Nortmoor;1838;15,21;121
34580003003;Dötlingen;6139;102,02;60
34580005005;Ganderkesee;30897;138,44;223
34580007007;Großenkneten;15626;176,44;89
34580009009;Hatten;14056;103,78;135
34580010010;Hude (Oldb);15827;124,79;127
34580013013;Wardenburg;16209;118,8;136
34580014014;Wildeshausen, Stadt;20702;89,7;231
34585401001;Beckeln;778;33,54;23
34585401002;Colnrade;767;18,48;42
34585401004;Dünsen;1189;10,87;109
34585401008;Harpstedt, Flecken;4712;23,48;201
34585401011;Kirchseelte;1182;15;79
34585401012;Prinzhöfte;652;42,07;15
34585401015;Winkelsett;529;39,24;13
34590003003;Bad Essen;16143;103,33;156
34590004004;Bad Iburg, Stadt;10710;36,47;294
34590005005;Bad Laer;8945;46,81;191
34590006006;Bad Rothenfelde;8574;18,22;471
34590008008;Belm;13729;46,64;294
34590012012;Bissendorf;14347;96,41;149
34590013013;Bohmte;12968;110,73;117
34590014014;Bramsche, Stadt;30625;183,39;167
34590015015;Dissen am Teutoburger Wald, Stadt;10254;31,9;321
34590019019;Georgsmarienhütte, Stadt;31548;55,49;569
34590020020;Hagen am Teutoburger Wald;13185;34,49;382
34590021021;Hasbergen;10998;21,72;506
34590022022;Hilter am Teutoburger Wald;10135;52,59;193
34590024024;Melle, Stadt;46187;253,95;182
34590029029;Ostercappeln;9888;100,16;99
34590033033;Wallenhorst;22790;47,17;483
34590034034;Glandorf;6508;59,87;109
34595401007;Badbergen;4306;79,11;54
34595401025;Menslage;2341;65,23;36
34595401028;Nortrup;2871;27,08;106
34595401030;Quakenbrück, Stadt;13806;17,96;769
34595402001;Alfhausen;3989;39,33;101
34595402002;Ankum;7678;66,3;116
34595402010;Bersenbrück, Stadt;8248;42,54;194
34595402016;Eggermühlen;1749;27,4;64
34595402018;Gehrde;2510;36,36;69
34595402023;Kettenkamp;1780;12,88;138
34595402031;Rieste;3595;30,59;118
34595403009;Berge (Landkreis Osnabrück);3478;66,78;52
34595403011;Bippen;2893;79,22;37
34595403017;Fürstenau, Stadt;9254;78,64;118
34595404026;Merzen;3743;53,05;71
34595404027;Neuenkirchen (Landkreis Osnabrück);4612;57,63;80
34595404032;Voltlage;1771;42,35;42
34600001001;Bakum;6686;78,88;85
34600002002;Damme, Stadt;17352;104,39;166
34600003003;Dinklage, Stadt;13406;72,81;184
34600004004;Goldenstedt;10365;88,91;117
34600005005;Holdorf (Landkreis Vechta);7521;55;137
34600006006;Lohne (Oldenburg), Stadt;27985;91,11;307
34600007007;Neuenkirchen-Vörden;8845;90,94;97
34600008008;Steinfeld (Oldenburg);10064;60,05;168
34600009009;Vechta, Stadt;33126;87,89;377
34600010010;Visbek;9762;84,24;116
34610001001;Berne;6884;85,1;81
34610002002;Brake (Unterweser), Stadt;15076;38,3;394
34610003003;Butjadingen;5979;129,56;46
34610004004;Elsfleth, Stadt;9012;115,19;78
34610005005;Jade;5849;94,05;62
34610006006;Lemwerder;6953;36,4;191
34610007007;Nordenham, Stadt;25862;87,78;295
34610008008;Ovelgönne;5361;124,27;43
34610009009;Stadland;7637;114,14;67
34620005005;Friedeburg;10282;163,75;63
34620007007;Langeoog;1393;19,73;71
34620014014;Spiekeroog;632;18,15;35
34620019019;Wittmund, Stadt;19979;210,16;95
34625401003;Esens, Stadt;6826;21,67;315
34625401006;Holtgast;1791;24,01;75
34625401008;Moorweg;884;18,64;47
34625402001;Blomberg;1882;12,8;147
34625402004;Eversmeer;835;11,55;72
34625402009;Nenndorf;755;6,86;110
34625402011;Neuschoo;1179;14,47;81
34625402012;Ochtersum;936;10,83;86
34625402013;Schweindorf;744;5,44;137
34625402016;Utarp;670;6,38;105
34625402018;Westerholt;2595;14,62;177
40110000000;Bremen, Stadt;575071;317,84;1809
40120000000;Bremerhaven, Stadt;118133;101,53;1164
51110000000;Düsseldorf, Stadt;611258;217,41;2812
51120000000;Duisburg, Stadt;501415;232,79;2154
51130000000;Essen, Stadt;571039;210,34;2715
51140000000;Krefeld, Stadt;230666;137,78;1674
51160000000;Mönchengladbach, Stadt;264089;170,47;1549
51170000000;Mülheim an der Ruhr, Stadt;171435;91,28;1878
51190000000;Oberhausen, Stadt;212127;77,09;2752
51200000000;Remscheid, Stadt;113743;74,52;1526
51220000000;Solingen, Klingenstadt;164621;89,54;1839
51240000000;Wuppertal, Stadt;356768;168,39;2119
51540004004;Bedburg-Hau;13197;61,31;215
51540008008;Emmerich am Rhein, Stadt;30770;80,4;383
51540012012;Geldern, Stadt;34603;96,97;357
51540016016;Goch, Stadt;34379;115,43;298
51540020020;Issum;12232;54,74;223
51540024024;Kalkar, Stadt;14160;88,2;161
51540028028;Kerken;12801;58,17;220
51540032032;Kevelaer, Stadt;27863;100,64;277
51540036036;Kleve, Stadt;52208;97,76;534
51540040040;Kranenburg (Kreis Kleve);10981;76,89;143
51540044044;Rees, Stadt;21647;109,86;197
51540048048;Rheurdt;6402;30,03;213
51540052052;Straelen, Stadt;16314;74;220
51540056056;Uedem;8197;60,93;135
51540060060;Wachtendonk;8161;48,17;169
51540064064;Weeze;11446;79,49;144
51580004004;Erkrath, Fundort des Neanderthalers, Stadt;43815;26,88;1630
51580008008;Haan, Stadt;30000;24,19;1240
51580012012;Heiligenhaus, Stadt;26425;27,52;960
51580016016;Hilden, Stadt;55085;25,95;2123
51580020020;Langenfeld (Rheinland), Stadt;59650;41,15;1450
51580024024;Mettmann, Stadt;39448;42,56;927
51580026026;Monheim am Rhein, Stadt;42188;23,05;1830
51580028028;Ratingen, Stadt;88425;88,74;996
51580032032;Velbert, Stadt;82319;74,9;1099
51580036036;Wülfrath, Stadt;20773;32,27;644
51620004004;Dormagen, Stadt;64259;85,5;752
51620008008;Grevenbroich, Stadt;65230;102,42;637
51620012012;Jüchen, Stadt;23626;71,87;329
51620016016;Kaarst, Stadt;43165;37,39;1154
51620020020;Korschenbroich, Stadt;34168;55,26;618
51620022022;Meerbusch, Stadt;56999;64,4;885
51620024024;Neuss, Stadt;153079;99,52;1538
51620028028;Rommerskirchen;13886;60,08;231
51660004004;Brüggen, Burggemeinde;16082;61,2;263
51660008008;Grefrath, Sport- und Freizeitgemeinde;14710;30,98;475
51660012012;Kempen, Stadt;34165;68,8;497
51660016016;Nettetal, Stadt;41669;83,87;497
51660020020;Niederkrüchten;14447;67,07;215
51660024024;Schwalmtal (Kreis Viersen);18658;48,11;388
51660028028;Tönisvorst, Stadt;29114;44,34;657
51660032032;Viersen, Stadt;76146;91,1;836
51660036036;Willich, Stadt;49494;67,8;730
51700004004;Alpen;12085;59,6;203
51700008008;Dinslaken, Stadt;66606;47,66;1398
51700012012;Hamminkeln, Stadt;26520;164,53;161
51700016016;Hünxe;13419;106,86;126
51700020020;Kamp-Lintfort, Stadt;37469;63,14;593
51700024024;Moers, Stadt;100465;67,68;1484
51700028028;Neukirchen-Vluyn, Stadt;27021;43,5;621
51700032032;Rheinberg, Stadt;31210;75,24;415
51700036036;Schermbeck;13417;110,71;121
51700040040;Sonsbeck;8587;55,41;155
51700044044;Voerde (Niederrhein), Stadt;35387;53,49;662
51700048048;Wesel, Stadt;59988;122,56;489
51700052052;Xanten, Stadt;20919;72,43;289
53140000000;Bonn, Stadt;321544;141,06;2279
53150000000;Köln, Stadt;1017355;405,01;2512
53160000000;Leverkusen, Stadt;166356;78,87;2109
53340002002;Aachen, Stadt;261178;160,85;1624
53340004004;Alsdorf, Stadt;48421;31,68;1528
53340008008;Baesweiler, Stadt;28757;27,84;1033
53340012012;Eschweiler, Stadt;57093;75,75;754
53340016016;Herzogenrath, Stadt;47832;33,38;1433
53340020020;Monschau, Stadt;12256;94,6;130
53340024024;Roetgen, Tor zur Eifel;8685;39,03;223
53340028028;Simmerath;16393;110,92;148
53340032032;Stolberg (Rhld.), Kupferstadt;57165;98,48;580
53340036036;Würselen, Stadt;39792;34,39;1157
53580004004;Aldenhoven;13939;44,25;315
53580008008;Düren, Stadt;94149;85,01;1108
53580012012;Heimbach, Stadt;4482;64,96;69
53580016016;Hürtgenwald;8993;88,05;102
53580020020;Inden;7467;35,92;208
53580024024;Jülich, Stadt;34208;90,39;378
53580028028;Kreuzau;18061;41,73;433
53580032032;Langerwehe;14654;41,46;353
53580036036;Linnich, Stadt;13456;65,43;206
53580040040;Merzenich;10344;37,92;273
53580044044;Nideggen, Stadt;10804;65,04;166
53580048048;Niederzier;14783;63,46;233
53580052052;Nörvenich;11430;66,21;173
53580056056;Titz;8795;68,51;128
53580060060;Vettweiß;9827;83,15;118
53620004004;Bedburg, Stadt;24685;80,42;307
53620008008;Bergheim, Stadt;61449;96,34;638
53620012012;Brühl, Stadt;44397;36,12;1229
53620016016;Elsdorf, Stadt;21124;66,17;319
53620020020;Erftstadt, Stadt;48267;119,89;403
53620024024;Frechen, Stadt;51863;45,06;1151
53620028028;Hürth, Stadt;61209;51,22;1195
53620032032;Kerpen, Kolpingstadt;65763;113,96;577
53620036036;Pulheim, Stadt;55199;72,15;765
53620040040;Wesseling, Stadt;37301;23,37;1596
53660004004;Bad Münstereifel, Stadt;18026;150,83;120
